    ROW ID,SHOW ID,SHOW,Status,PRODUCTION TYPE,OPENING  DATE,CLOSING  DATE,# of  PERFORMANCES,PRODUCTION NOTES,PERSON ID,LAST NAME,FIRST NAME,Lifespan if deceased,Role,Person Start Date,Person End Date,PREFIX,WEBSITE,INTERNET BROADWAY DATABASE,LINK TO PHOTO,Photo Credit,PERSON FUN FACTS
    1,S0001,1776,Closed,Revival,8/14/1997,6/14/1998,333,,P0092,Torre,Maggie,,Assistant Conductor,1/1/1997,,,,https://www.ibdb.com/broadway-cast-staff/maggie-torre-105364,,,
2,S0002,1776,Closed,Revival,10/6/2022,1/8/2023,105,,P0091,Thompson,Alyssa Kay,,Associate Music Director,,,,https://www.alyssakthompson.com/,https://www.ibdb.com/broadway-cast-staff/alyssa-kay-thompson-535581,https://flerlageapps.com/Women-Conductors/P0091.jpg,,
3,S0002,1776,Closed,Revival,10/6/2022,1/8/2023,105,,P0091,Thompson,Alyssa Kay,,Alternate Conductor,,,,https://www.alyssakthompson.com/,https://www.ibdb.com/broadway-cast-staff/alyssa-kay-thompson-535581,https://flerlageapps.com/Women-Conductors/P0091.jpg,,
4,S0003,& Juliet,Running,Original,11/17/2022,,1269,,P0008,Bennett,Haley,,Associate Music Director / Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/haley-bennett-516909,https://flerlageapps.com/Women-Conductors/P0008.jpg,Photo by Gareth Keegan,
5,S0003,& Juliet,Running,Original,11/17/2022,,1269,,P0008,Bennett,Haley,,Music Director / Conductor,10/24/2023,,,,https://www.ibdb.com/broadway-cast-staff/haley-bennett-516909,https://flerlageapps.com/Women-Conductors/P0008.jpg,Photo by Gareth Keegan,
6,S0004,"70, Girls, 70",Closed,Original,4/15/1971,5/15/1971,35,,P0048,Gustafson,Karen,,Associate Music Director,,,,,https://www.ibdb.com/broadway-cast-staff/karen-gustafson-90439,https://flerlageapps.com/Women-Conductors/P0048.jpg,Karen Gustafson (left) and Dorothea Freitag (right),"Broadway's first female pit pianist (The Vamp, 1955)"
7,S0005,9 to 5,Closed,Original,4/30/2009,9/6/2009,148,,P0068,Moore,Jodie,,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/jodie-moore-483753,https://flerlageapps.com/Women-Conductors/P0068.jpg,,
8,S0006,A Catered Affair,Closed,Original,4/17/2008,7/27/2008,116,,P0100,Will,Ethyl,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/ethyl-will-71588,https://flerlageapps.com/Women-Conductors/P0100.jpg,,Ethyl Will has been conducting the Radio City Christmas Spectacular since 2010. She was the first (and so far the only) woman to conduct the Radio City orchestra.
9,S0007,A Chorus Line,Closed,Original,7/25/1975,4/28/1990,6137,,P0042,Glazener Roma,Janet,,Alternate Conductor,1/1/1982,,,,https://www.ibdb.com/broadway-cast-staff/janet-glazener-87303,https://flerlageapps.com/Women-Conductors/P0042.jpg,,
10,S0007,A Chorus Line,Closed,Original,7/25/1975,4/28/1990,6137,,P0061,Liebergall,Fran,,Music Supervisor,1/1/1982,,,,https://www.ibdb.com/broadway-cast-staff/fran-liebergall-89480,https://flerlageapps.com/Women-Conductors/P0061.jpg,,Worked as Marvin Hamlisch's assistant for many years
11,S0007,A Chorus Line,Closed,Original,7/25/1975,4/28/1990,6137,,P0079,Segovia,Yolanda,,Conductor,1/1/1985,,,,https://www.ibdb.com/broadway-cast-staff/yolanda-segovia-77475,https://flerlageapps.com/Women-Conductors/P0079.jpg,,
12,S0008,A Chorus Line,Closed,Revival,10/5/2006,8/17/2008,759,,P0092,Torre,Maggie,,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/maggie-torre-105364,,,
13,S0009,A Christmas Story: The Musical,Closed,Original,11/19/2012,12/30/2012,51,,P0058,Westphal,Cynthia Kortman,,Associate Music Director / Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/cynthia-kortman-westphal-493768,https://flerlageapps.com/Women-Conductors/P0058.jpg,,
14,S0010,A Little Night Music,Closed,Revival,12/13/2009,1/9/2011,425,,P0051,Humphris,Caroline,,Music Supervisor,,,,https://www.carolinehumphris.com/,https://www.ibdb.com/broadway-cast-staff/caroline-humphris-472079,https://flerlageapps.com/Women-Conductors/P0051.jpg,,
15,S0011,A Strange Loop,Closed,Original,4/26/2022,1/15/2023,293,,P0017,Bruce,Rebekah,,Substitute Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/rebekah-bruce-parker-524338,https://flerlageapps.com/Women-Conductors/P0017.jpg,,
16,S0011,A Strange Loop,Closed,Original,4/26/2022,1/15/2023,293,,P0083,Siddiqui,Rona,,Music Supervisor,,,,https://ronasiddiqui.com/,https://www.ibdb.com/broadway-cast-staff/rona-siddiqui-533385,https://flerlageapps.com/Women-Conductors/P0083.jpg,Photo by Michael Kushner Photography,
17,S0011,A Strange Loop,Closed,Original,4/26/2022,1/15/2023,293,,P0083,Siddiqui,Rona,,Music Director / Conductor,,,,https://ronasiddiqui.com/,https://www.ibdb.com/broadway-cast-staff/rona-siddiqui-533385,https://flerlageapps.com/Women-Conductors/P0083.jpg,Photo by Michael Kushner Photography,
18,S0012,A Time for Singing,Closed,Original,5/21/1966,6/25/1966,41,,P0015,Brown,Joyce,1920-2015,Assistant Conductor,,,Dr.,,https://www.ibdb.com/broadway-cast-staff/joyce-brown-79156,https://flerlageapps.com/Women-Conductors/P0015.jpg,,"Broadway's first Black female conductor (Golden Boy, replacement circa 1965)
Broadway's first Black female conductor to open a show (Purlie, 1970)"
19,S0013,A Year With Frog and Toad,Closed,Original,4/2/2003,6/15/2003,73,,P0094,Twine,Linda,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/linda-twine-76696,https://flerlageapps.com/Women-Conductors/P0094.jpg,,
20,S0014,Aida,Closed,Original,3/23/2000,9/5/2004,1852,,P0070,Puricelli,Denise,,Alternate Conductor,1/1/2001,,,,https://www.ibdb.com/broadway-cast-staff/denise-puricelli-478954,https://flerlageapps.com/Women-Conductors/P0070.jpg,,
21,S0014,Aida,Closed,Original,3/23/2000,9/5/2004,1852,,P0079,Segovia,Yolanda,,Conductor,1/1/2001,,,,https://www.ibdb.com/broadway-cast-staff/yolanda-segovia-77475,https://flerlageapps.com/Women-Conductors/P0079.jpg,,
22,S0015,Aladdin,Running,Original,3/20/2014,,4221,,P0036,duChateau,Annbritt,,Assistant Music Director / Assistant Conductor,3/20/2014,5/31/2014,,https://www.annbrittduchateau.com/,https://www.ibdb.com/broadway-cast-staff/annbritt-duchateau-112939,https://flerlageapps.com/Women-Conductors/P0036.jpg,,
23,S0015,Aladdin,Running,Original,3/20/2014,,4221,,P0036,duChateau,Annbritt,,Co-Associate Music Director / Associate Conductor,6/1/2014,3/21/2018,,https://www.annbrittduchateau.com/,https://www.ibdb.com/broadway-cast-staff/annbritt-duchateau-112939,https://flerlageapps.com/Women-Conductors/P0036.jpg,,
24,S0015,Aladdin,Running,Original,3/20/2014,,4221,,P0036,duChateau,Annbritt,,Co-Associate Music Director / Associate Conductor,6/1/2023,8/11/2024,,https://www.annbrittduchateau.com/,https://www.ibdb.com/broadway-cast-staff/annbritt-duchateau-112939,https://flerlageapps.com/Women-Conductors/P0036.jpg,,
25,S0015,Aladdin,Running,Original,3/20/2014,,4221,,P0036,duChateau,Annbritt,,Associate Music Supervisor,1/1/2019,,,https://www.annbrittduchateau.com/,https://www.ibdb.com/broadway-cast-staff/annbritt-duchateau-112939,https://flerlageapps.com/Women-Conductors/P0036.jpg,,
26,S0016,Allegiance,Closed,Original,11/8/2015,2/14/2016,111,,P0010,Bergquist,Laura,,Music Director / Conductor,,,,https://www.laurabergquist.com/,https://www.ibdb.com/broadway-cast-staff/laura-bergquist-501188,https://flerlageapps.com/Women-Conductors/P0010.jpg,,
27,S0016,Allegiance,Closed,Original,11/8/2015,2/14/2016,111,,P0080,Shankel,Lynne,,Music Supervisor,,,,https://www.lynneshankel.com/,https://www.ibdb.com/broadway-cast-staff/lynne-shankel-390754,https://flerlageapps.com/Women-Conductors/P0080.jpg,,
28,S0017,"Amahl and the Night Visitors / Help, Help, the Globolinks!",Closed,Original,12/23/1970,1/9/1971,20,,P0086,Somogi,Judith,1937-1988,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/judith-somogi-530684,https://flerlageapps.com/Women-Conductors/P0086.jpg,,NYC Opera's first female conductor (1974)
29,S0018,Amazing Grace,Closed,Original,7/16/2015,10/25/2015,116,,P0066,McBride,Julie,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/julie-mcbride-501316,https://flerlageapps.com/Women-Conductors/P0066.jpg,,
30,S0019,Amélie,Closed,Original,4/3/2017,5/21/2017,56,,P0046,Grigsby,Kimberly,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/kimberly-grigsby-69861,https://flerlageapps.com/Women-Conductors/P0046.jpg,,
31,S0020,Amen Corner,Closed,Original,11/10/1983,12/4/1983,28,,P0050,Harris,Margaret Rosezarian,1943-2000,Music Director,,,,,https://www.ibdb.com/broadway-cast-staff/margaret-harris-83165,https://flerlageapps.com/Women-Conductors/P0050.jpg,,
32,S0021,American Idiot,Closed,Original,4/20/2010,4/24/2011,422,,P0029,Dean,Carmel,,Music Director / Conductor,,,,https://carmeldean.com/,https://www.ibdb.com/broadway-cast-staff/carmel-dean-394061,https://flerlageapps.com/Women-Conductors/P0029.jpg,,
33,S0021,American Idiot,Closed,Original,4/20/2010,4/24/2011,422,,P0068,Moore,Jodie,,Associate Conductor,1/1/2011,,,,https://www.ibdb.com/broadway-cast-staff/jodie-moore-483753,https://flerlageapps.com/Women-Conductors/P0068.jpg,,
34,S0022,Annie,Closed,Revival,3/26/1997,10/19/1997,239,,P0004,Anschutz,Sue,,Music Director / Conductor,1/1/1997,,,,https://www.ibdb.com/broadway-cast-staff/sue-anschutz-109379,https://flerlageapps.com/Women-Conductors/P0004.jpg,Photo by Deborah Abramson,
35,S0022,Annie,Closed,Revival,3/26/1997,10/19/1997,239,,P0082,Shuttlesworth,Anne,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/anne-shuttlesworth-82635,https://flerlageapps.com/Women-Conductors/P0082.jpg,,
36,S0023,Annie,Closed,Revival,11/8/2012,1/5/2014,487,,P0092,Torre,Maggie,,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/maggie-torre-105364,,,
37,S0024,Annie Get Your Gun,Closed,Revival,3/4/1999,9/1/2001,1045,,P0074,Rosen,Cherie,,Assistant Conductor,1/1/2001,,,,https://www.ibdb.com/broadway-cast-staff/cherie-rosen-82812,https://flerlageapps.com/Women-Conductors/P0074.jpg,,
38,S0025,Back to the Future,Closed,Original,8/3/2023,1/5/2025,597,,P0067,Meng,Cynthia,,Assistant Conductor,,,,https://www.cynthiameng.com/,https://www.ibdb.com/broadway-cast-staff/cynthia-meng-527175,https://flerlageapps.com/Women-Conductors/P0067.jpg,,
39,S0026,Bad Cinderella,Closed,Original,3/23/2023,6/4/2023,85,,P0011,Blodgette,Kristen,,Music Supervisor,,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
40,S0026,Bad Cinderella,Closed,Original,3/23/2023,6/4/2023,85,,P0011,Blodgette,Kristen,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
41,S0027,Be More Chill,Closed,Original,3/10/2019,8/11/2019,177,,P0063,Marshall,Emily,,Music Director / Conductor,,,,https://www.emilymarshallmusic.com/,https://www.ibdb.com/broadway-cast-staff/emily-marshall-505368,https://flerlageapps.com/Women-Conductors/P0063.jpg,,
42,S0028,Beauty and the Beast,Closed,Original,4/18/1994,7/29/2007,5462,,P0037,Duran,Amy,,Assistant Conductor,1/1/2000,,,,https://www.ibdb.com/broadway-cast-staff/amy-duran-517134,https://flerlageapps.com/Women-Conductors/P0037.jpg,,
43,S0028,Beauty and the Beast,Closed,Original,4/18/1994,7/29/2007,5462,,P0080,Shankel,Lynne,,Assistant Conductor,1/1/1999,12/31/2000,,https://www.lynneshankel.com/,https://www.ibdb.com/broadway-cast-staff/lynne-shankel-390754,https://flerlageapps.com/Women-Conductors/P0080.jpg,,
44,S0028,Beauty and the Beast,Closed,Original,4/18/1994,7/29/2007,5462,,P0085,Sommer,Kathy,,Associate Conductor,,,,https://www.kathysommer.com/,https://www.ibdb.com/broadway-cast-staff/kathy-sommer-83563,https://flerlageapps.com/Women-Conductors/P0085.jpg,Photo by Abi Hodes,
45,S0029,Big Fish,Closed,Original,10/6/2013,12/29/2013,98,,P0020,Campbell,Mary-Mitchell,,Music Director / Conductor,,,,https://www.marymitchellcampbell.com/,https://www.ibdb.com/broadway-cast-staff/mary-mitchell-campbell-423557,https://flerlageapps.com/Women-Conductors/P0020.jpg,,
46,S0030,Big River,Closed,Original,4/25/1985,9/20/1987,1005,,P0094,Twine,Linda,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/linda-twine-76696,https://flerlageapps.com/Women-Conductors/P0094.jpg,,
47,S0031,Billy Elliot,Closed,Original,11/13/2008,1/8/2012,1312,,P0036,duChateau,Annbritt,,Associate Conductor,1/1/2010,1/8/2012,,https://www.annbrittduchateau.com/,https://www.ibdb.com/broadway-cast-staff/annbritt-duchateau-112939,https://flerlageapps.com/Women-Conductors/P0036.jpg,,
48,S0032,Bombay Dreams,Closed,Original,4/29/2004,1/1/2005,284,,P0041,Gerschefski,Ann,,Alternate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/ann-gerschefski-393208,https://flerlageapps.com/Women-Conductors/P0041.jpg,,
49,S0033,Bring Back Birdie,Closed,Original,3/5/1981,3/7/1981,4,,P0094,Twine,Linda,,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/linda-twine-76696,https://flerlageapps.com/Women-Conductors/P0094.jpg,,
50,S0034,Broadway Follies,Closed,Original,3/15/1981,3/15/1981,1,,P0079,Segovia,Yolanda,,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/yolanda-segovia-77475,https://flerlageapps.com/Women-Conductors/P0079.jpg,,
51,S0035,Cabaret,Closed,Revival,3/19/1998,1/4/2004,2377,,P0092,Torre,Maggie,,Substitute Conductor,1/1/2000,,,,https://www.ibdb.com/broadway-cast-staff/maggie-torre-105364,,,
52,S0035,Cabaret,Closed,Revival,3/19/1998,1/4/2004,2377,,P0092,Torre,Maggie,,Associate Conductor,1/1/2001,12/31/2002,,,https://www.ibdb.com/broadway-cast-staff/maggie-torre-105364,,,
53,S0035,Cabaret,Closed,Revival,3/19/1998,1/4/2004,2377,,P0092,Torre,Maggie,,Conductor,1/1/2003,,,,https://www.ibdb.com/broadway-cast-staff/maggie-torre-105364,,,
54,S0036,Cabaret,Closed,Revival,4/24/2014,3/29/2015,388,,P0092,Torre,Maggie,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/maggie-torre-105364,,,
55,S0037,Cabaret at the Kit Kat Club,Closed,Revival,4/21/2024,9/21/2025,592,,P0078,Scolpini,Anessa Marie,,Associate Music Director / Associate Conductor,1/1/2024,,,https://www.anessamarie.com/,https://www.ibdb.com/broadway-cast-staff/anessa-marie-scolpini-542352,https://flerlageapps.com/Women-Conductors/P0078.jpg,,
56,S0037,Cabaret at the Kit Kat Club,Closed,Revival,4/21/2024,9/21/2025,592,,P0098,Whyte,Jennifer,,Music Supervisor,,,,https://www.jenniferwhyte.co.uk/,https://www.ibdb.com/broadway-cast-staff/jennifer-whyte-538281,https://flerlageapps.com/Women-Conductors/P0098.jpg,,
57,S0037,Cabaret at the Kit Kat Club,Closed,Revival,4/21/2024,9/21/2025,592,,P0098,Whyte,Jennifer,,Music Director / Conductor,,,,https://www.jenniferwhyte.co.uk/,https://www.ibdb.com/broadway-cast-staff/jennifer-whyte-538281,https://flerlageapps.com/Women-Conductors/P0098.jpg,,
58,S0037,Cabaret at the Kit Kat Club,Closed,Revival,4/21/2024,9/21/2025,592,,P0103,Zervoulis Bate,Meg,,Associate Music Director,,,,https://www.megzmusic.com/,https://www.ibdb.com/broadway-cast-staff/meg-zervoulis-518150,https://flerlageapps.com/Women-Conductors/P0103.jpg,Photo by Priyanca Rao,
59,S0037,Cabaret at the Kit Kat Club,Closed,Revival,4/21/2024,9/21/2025,592,,P0103,Zervoulis Bate,Meg,,Music Director / Conductor,1/1/2024,,,https://www.megzmusic.com/,https://www.ibdb.com/broadway-cast-staff/meg-zervoulis-518150,https://flerlageapps.com/Women-Conductors/P0103.jpg,Photo by Priyanca Rao,
60,S0038,Camelot,Closed,Revival,4/13/2023,7/23/2023,116,,P0046,Grigsby,Kimberly,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/kimberly-grigsby-69861,https://flerlageapps.com/Women-Conductors/P0046.jpg,,
61,S0039,Candide,Closed,Revival,4/29/1997,7/27/1997,104,,P0004,Anschutz,Sue,,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/sue-anschutz-109379,https://flerlageapps.com/Women-Conductors/P0004.jpg,Photo by Deborah Abramson,
62,S0040,"Caroline, or Change",Closed,Original,5/2/2004,8/29/2004,136,,P0046,Grigsby,Kimberly,,Music Supervisor,,,,,https://www.ibdb.com/broadway-cast-staff/kimberly-grigsby-69861,https://flerlageapps.com/Women-Conductors/P0046.jpg,,
63,S0040,"Caroline, or Change",Closed,Original,5/2/2004,8/29/2004,136,,P0046,Grigsby,Kimberly,,Conductor,1/1/2004,,,,https://www.ibdb.com/broadway-cast-staff/kimberly-grigsby-69861,https://flerlageapps.com/Women-Conductors/P0046.jpg,,
64,S0040,"Caroline, or Change",Closed,Original,5/2/2004,8/29/2004,136,,P0094,Twine,Linda,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/linda-twine-76696,https://flerlageapps.com/Women-Conductors/P0094.jpg,,
65,S0041,"Caroline, or Change",Closed,Revival,10/27/2021,1/9/2022,85,,P0095,Victory,Annastasia,,Associate Music Director / Associate Conductor,,,,https://www.annastasiavictory.com/,https://www.ibdb.com/broadway-cast-staff/annastasia-victory-532731,https://flerlageapps.com/Women-Conductors/P0095.jpg,,
66,S0042,Cats,Closed,Original,10/7/1982,9/10/2000,7485,,P0003,Anderson,Sue,,Music Director / Conductor,1/1/1990,,,,https://www.ibdb.com/broadway-cast-staff/sue-anderson-87305,https://flerlageapps.com/Women-Conductors/P0003.jpg,,
67,S0042,Cats,Closed,Original,10/7/1982,9/10/2000,7485,,P0006,Aycock (Goldbaum),Janet,,Associate Conductor,4/1/1995,7/31/1995,,,https://www.ibdb.com/broadway-cast-staff/janet-aycock-82736,https://flerlageapps.com/Women-Conductors/P0006.jpg,,
68,S0042,Cats,Closed,Original,10/7/1982,9/10/2000,7485,,P0011,Blodgette,Kristen,,Associate Music Supervisor,1/1/1994,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
69,S0042,Cats,Closed,Original,10/7/1982,9/10/2000,7485,,P0085,Sommer,Kathy,,Alternate Conductor,1/1/1989,,,https://www.kathysommer.com/,https://www.ibdb.com/broadway-cast-staff/kathy-sommer-83563,https://flerlageapps.com/Women-Conductors/P0085.jpg,Photo by Abi Hodes,
70,S0043,Cats,Closed,Revival,7/31/2016,12/30/2017,593,,P0011,Blodgette,Kristen,,Music Supervisor,,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
71,S0043,Cats,Closed,Revival,7/31/2016,12/30/2017,593,,P0011,Blodgette,Kristen,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
72,S0044,Charlie and Algernon,Closed,Original,9/4/1980,9/28/1980,17,,P0071,Redfield,Liza,1924-2018,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/liza-redfield-83043,https://flerlageapps.com/Women-Conductors/P0071.jpg,,"Broadway's first full time female conductor (The Music Man, replacement 1960)"
73,S0045,Charlie and the Chocolate Factory,Closed,Original,4/23/2017,1/14/2018,305,,P0004,Anschutz,Sue,,Assistant Conductor,1/1/2017,,,,https://www.ibdb.com/broadway-cast-staff/sue-anschutz-109379,https://flerlageapps.com/Women-Conductors/P0004.jpg,Photo by Deborah Abramson,
74,S0046,Chicago,Closed,Original,6/3/1975,8/27/1977,936,,P0021,Campbell,Sande,1937-2024,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/sande-campbell-84933,https://flerlageapps.com/Women-Conductors/P0021.jpg,,
75,S0047,Chicago,Running,Revival,11/14/1996,,11433,,P0004,Anschutz,Sue,,Assistant Conductor,1/1/2020,,,,https://www.ibdb.com/broadway-cast-staff/sue-anschutz-109379,https://flerlageapps.com/Women-Conductors/P0004.jpg,Photo by Deborah Abramson,
76,S0047,Chicago,Running,Revival,11/14/1996,,11433,,P0036,duChateau,Annbritt,,Alternate Conductor,1/1/2005,11/8/2006,,https://www.annbrittduchateau.com/,https://www.ibdb.com/broadway-cast-staff/annbritt-duchateau-112939,https://flerlageapps.com/Women-Conductors/P0036.jpg,,
77,S0047,Chicago,Running,Revival,11/14/1996,,11433,,P0087,Stifelman,Leslie,,Assistant Conductor,1/1/2001,11/22/2003,,https://www.lesliestifelman.com/,https://www.ibdb.com/broadway-cast-staff/leslie-stifelman-391275,https://flerlageapps.com/Women-Conductors/P0087.jpg,,
78,S0047,Chicago,Running,Revival,11/14/1996,,11433,,P0087,Stifelman,Leslie,,Music Director / Conductor,1/1/2004,12/31/2018,,https://www.lesliestifelman.com/,https://www.ibdb.com/broadway-cast-staff/leslie-stifelman-391275,https://flerlageapps.com/Women-Conductors/P0087.jpg,,
79,S0048,Chitty Chitty Bang Bang,Closed,Original,4/28/2005,12/31/2005,285,,P0011,Blodgette,Kristen,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
80,S0049,City of Angels,Closed,Original,12/11/1989,1/19/1992,879,,P0085,Sommer,Kathy,,Associate Conductor,,,,https://www.kathysommer.com/,https://www.ibdb.com/broadway-cast-staff/kathy-sommer-83563,https://flerlageapps.com/Women-Conductors/P0085.jpg,Photo by Abi Hodes,
81,S0050,Come From Away,Closed,Original,3/12/2017,10/2/2022,1669,,P0008,Bennett,Haley,,Substitute Conductor,1/1/2018,,,,https://www.ibdb.com/broadway-cast-staff/haley-bennett-516909,https://flerlageapps.com/Women-Conductors/P0008.jpg,Photo by Gareth Keegan,
82,S0050,Come From Away,Closed,Original,3/12/2017,10/2/2022,1669,,P0013,Cavett,Wendy Bobbitt,,Music Director / Conductor,1/1/2017,,,,https://www.ibdb.com/broadway-cast-staff/wendy-bobbitt-cavett-112867,https://flerlageapps.com/Women-Conductors/P0013.jpg,,
83,S0050,Come From Away,Closed,Original,3/12/2017,10/2/2022,1669,,P0013,Cavett,Wendy Bobbitt,,Associate Music Supervisor,1/1/2018,,,,https://www.ibdb.com/broadway-cast-staff/wendy-bobbitt-cavett-112867,https://flerlageapps.com/Women-Conductors/P0013.jpg,,
84,S0051,Company,Closed,Revival,11/29/2006,7/1/2007,246,,P0020,Campbell,Mary-Mitchell,,Music Supervisor,,,,https://www.marymitchellcampbell.com/,https://www.ibdb.com/broadway-cast-staff/mary-mitchell-campbell-423557,https://flerlageapps.com/Women-Conductors/P0020.jpg,,
85,S0051,Company,Closed,Revival,11/29/2006,7/1/2007,246,,P0080,Shankel,Lynne,,Resident Music Supervisor,,,,https://www.lynneshankel.com/,https://www.ibdb.com/broadway-cast-staff/lynne-shankel-390754,https://flerlageapps.com/Women-Conductors/P0080.jpg,,
86,S0052,Company,Closed,Revival,12/9/2021,7/31/2022,265,,P0067,Meng,Cynthia,,Alternate Conductor,,,,https://www.cynthiameng.com/,https://www.ibdb.com/broadway-cast-staff/cynthia-meng-527175,https://flerlageapps.com/Women-Conductors/P0067.jpg,,
87,S0053,Crazy For You,Closed,Original,2/19/1992,1/7/1996,1622,,P0034,Phillips,Pam Drews,,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/pam-drews-phillips-72408,https://flerlageapps.com/Women-Conductors/P0034.jpg,,
88,S0053,Crazy For You,Closed,Original,2/19/1992,1/7/1996,1622,,P0034,Phillips,Pam Drews,,Music Director / Conductor,1/1/1994,,,,https://www.ibdb.com/broadway-cast-staff/pam-drews-phillips-72408,https://flerlageapps.com/Women-Conductors/P0034.jpg,,
89,S0054,Cry-Baby,Closed,Original,4/24/2008,6/22/2008,68,,P0080,Shankel,Lynne,,Music Director / Conductor,,,,https://www.lynneshankel.com/,https://www.ibdb.com/broadway-cast-staff/lynne-shankel-390754,https://flerlageapps.com/Women-Conductors/P0080.jpg,,
90,S0055,"Cyrano, The Musical",Closed,Original,11/21/1993,3/20/1994,137,,P0100,Will,Ethyl,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/ethyl-will-71588,https://flerlageapps.com/Women-Conductors/P0100.jpg,,Ethyl Will has been conducting the Radio City Christmas Spectacular since 2010. She was the first (and so far the only) woman to conduct the Radio City orchestra.
91,S0056,Darling of the Day,Closed,Original,1/27/1968,2/24/1968,31,,P0015,Brown,Joyce,1920-2015,Assistant Conductor,,,Dr.,,https://www.ibdb.com/broadway-cast-staff/joyce-brown-79156,https://flerlageapps.com/Women-Conductors/P0015.jpg,,"Broadway's first Black female conductor (Golden Boy, replacement circa 1965)
Broadway's first Black female conductor to open a show (Purlie, 1970)"
92,S0057,Days of Wine and Roses,Closed,Original,1/28/2024,3/31/2024,73,,P0046,Grigsby,Kimberly,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/kimberly-grigsby-69861,https://flerlageapps.com/Women-Conductors/P0046.jpg,,
93,S0058,Dead Outlaw,Closed,Original,4/27/2025,6/29/2025,65,,P0017,Bruce,Rebekah,,Music Director / Conductor,1/1/2025,,,,https://www.ibdb.com/broadway-cast-staff/rebekah-bruce-parker-524338,https://flerlageapps.com/Women-Conductors/P0017.jpg,,
94,S0058,Dead Outlaw,Closed,Original,4/27/2025,6/29/2025,65,,P0025,Conn,Myrna,,Assistant Music Director,,,,,https://www.ibdb.com/broadway-cast-staff/myrna-conn-525068,https://flerlageapps.com/Women-Conductors/P0025.jpg,,
95,S0058,Dead Outlaw,Closed,Original,4/27/2025,6/29/2025,65,,P0067,Meng,Cynthia,,Associate Music Director,,,,https://www.cynthiameng.com/,https://www.ibdb.com/broadway-cast-staff/cynthia-meng-527175,https://flerlageapps.com/Women-Conductors/P0067.jpg,,
96,S0059,Death Becomes Her,Running,Original,11/21/2024,,426,,P0020,Campbell,Mary-Mitchell,,Music Supervisor,,,,https://www.marymitchellcampbell.com/,https://www.ibdb.com/broadway-cast-staff/mary-mitchell-campbell-423557,https://flerlageapps.com/Women-Conductors/P0020.jpg,,
97,S0059,Death Becomes Her,Running,Original,11/21/2024,,426,,P0038,Ebbesen,Anna,,Substitute Conductor,4/1/2025,,,https://annaebbesen.com/,https://www.ibdb.com/broadway-cast-staff/anna-ebbesen-532984,https://flerlageapps.com/Women-Conductors/P0038.jpg,,
98,S0060,Destry Rides Again,Closed,Original,4/23/1959,6/18/1960,472,"One month replacement for Conductor Lehman Engel, uncredited",P0048,Gustafson,Karen,,Assistant Conductor,1/1/1959,12/31/1959,,,https://www.ibdb.com/broadway-cast-staff/karen-gustafson-90439,https://flerlageapps.com/Women-Conductors/P0048.jpg,Karen Gustafson (left) and Dorothea Freitag (right),"Broadway's first female pit pianist (The Vamp, 1955)"
